Two men are painting a building while a third is walking past on his cellphone.	No one ever comes to this unpainted and dilapidated building.	0
Two men are on scaffolding as they paint above a storefront while a man on the sidewalk stands next to them talking on the phone.	Three men are outside.	1
Two men are on scaffolding as they paint above a storefront while a man on the sidewalk stands next to them talking on the phone.	No one is on a phone.	0
A blue excavator digging a large hold in cement.	a child was there	1
A blue excavator digging a large hold in cement.	not watched at alll	0
A man with khaki shorts on is holding a little girls hand while she walks in the water of a creek.	A man is holding a girls hand and walking through a creek.	1
A man with khaki shorts on is holding a little girls hand while she walks in the water of a creek.	A man with jean shorts on is holding a little girls hand while she flies a kite.	0
Two women are walking down a dirt path carrying loads on their heads.	Two horses running in a field.	0
Two women are walking down a dirt path carrying loads on their heads.	Two people are walking down a path.	1
A street vendor in Asia tries to bring in more customers.	A vendor trying to attract costumers.	1
A street vendor in Asia tries to bring in more customers.	A man closing his shop for the day.	0
Young woman in a cafe checking her cellphone.	The woman is knitting.	0
Young woman in a cafe checking her cellphone.	A woman is inside.	1
A woman and a girl are playing in a field of leaves	Two people are outside.	1
A woman and a girl are playing in a field of leaves	A man is playing in a field.	0
two small girls walk along the leaves.	The two girls are outside.	1
two small girls walk along the leaves.	The two girls are riding their bikes.	0
A girl wearing a blue shirt, shorts, and sneakers is seated on a stool at a round table, looking at her phone.	The girl is sitting.	1
A girl wearing a blue shirt, shorts, and sneakers is seated on a stool at a round table, looking at her phone.	The girl is wearing a green shirt.	0
Young lady dressed in black shorts and light blue shirt sitting outside at a public table looking at a picture on her camera with her left hand on her face.	A lady is using a cat to take pictures.	0
Young lady dressed in black shorts and light blue shirt sitting outside at a public table looking at a picture on her camera with her left hand on her face.	A young lady is riding her bike down a bike trail.	0
Young lady dressed in black shorts and light blue shirt sitting outside at a public table looking at a picture on her camera with her left hand on her face.	A young lady is looking at a picture.	1
Young lady dressed in black shorts and light blue shirt sitting outside at a public table looking at a picture on her camera with her left hand on her face.	A lady looks at a picture on her camera	1
Young lady dressed in black shorts and light blue shirt sitting outside at a public table looking at a picture on her camera with her left hand on her face.	A lady looks at her phone.	0
Young lady dressed in black shorts and light blue shirt sitting outside at a public table looking at a picture on her camera with her left hand on her face.	Lady sits gazing at a camera.	1
Young lady dressed in black shorts and light blue shirt sitting outside at a public table looking at a picture on her camera with her left hand on her face.	Young lady sits in a private area.	0
Young lady dressed in black shorts and light blue shirt sitting outside at a public table looking at a picture on her camera with her left hand on her face.	A young lady is looking at her camera.	1
Young lady dressed in black shorts and light blue shirt sitting outside at a public table looking at a picture on her camera with her left hand on her face.	A young lady is on her cellphone.	0
Young lady dressed in black shorts and light blue shirt sitting outside at a public table looking at a picture on her camera with her left hand on her face.	A lady at a table takes pictures.	1
A woman sitting at a table, taking a picture.	THe woman is sitting down	1
A woman sitting at a table, taking a picture.	The woman is sleeping.	0
A woman in a blue shirt is sitting at a table and looking at her cellphone.	a woman looking at her cellphone	1
A woman in a blue shirt is sitting at a table and looking at her cellphone.	a man looking out the window	0
A boy in a blue, yellow, and orange shirt holding his arms out from his sides.	The boy is trying to pass a sobriety test.	0
A boy in a blue, yellow, and orange shirt holding his arms out from his sides.	A boy in a tri-colored shirt has his arms out to the side.	1
A boy in a blue, yellow, and orange shirt holding his arms out from his sides.	The boy is wearing a shirt.	1
A boy in a blue, yellow, and orange shirt holding his arms out from his sides.	He is wearing a multicolored shirt	1
A boy in a blue, yellow, and orange shirt holding his arms out from his sides.	The boy does not have his arms out	0
A boy in a blue, yellow, and orange shirt holding his arms out from his sides.	The boy is young.	1
A boy in a blue, yellow, and orange shirt holding his arms out from his sides.	A boy is folding clean laundry.	0
A boy in a blue, yellow, and orange shirt holding his arms out from his sides.	The shirt is blue.	0
A boy in a blue, yellow, and orange shirt holding his arms out from his sides.	A boy in multi-colored shirt hold his arms out from his sides	1
A boy in a blue, yellow, and orange shirt holding his arms out from his sides.	A girl dressed in bikinis walk graciously past a group of gentlemen at the beach	0
The boy in the blue and yellow top is standing with arms outstretched.	A boy is wearing a shirt	1
The boy in the blue and yellow top is standing with arms outstretched.	The boy in the blue and yellow top is standing with arms outstretched 40 feet wide.	0
A boy in a blue, yellow, and orange shirt plays outside.	A boy in a shirt plays outside.	1
A boy in a blue, yellow, and orange shirt plays outside.	A boy in a dress plays indoors.	0
A child with a brightly colored shirt plays outside.	The child is inside his apartment.	0
A child with a brightly colored shirt plays outside.	The child is outdoors in his bright colored shirt.	1
A boy looks down and spreads his arms wide	A boy is holding his arms out.	1
A boy looks down and spreads his arms wide	A boy has his arms crossed over his chest.	0
A man wearing a gray sweater walking through a pile of leaves.	The man is taking his driving test.	0
A man wearing a gray sweater walking through a pile of leaves.	The man is outside.	1
A lady wearing a blue print shirt and green head cover smiles for the camera.	A lady wearing a dress.	0
A lady wearing a blue print shirt and green head cover smiles for the camera.	A lady wearing a blue shirt.	1
The man wearing lots of medals is watching the girl in the yellow bikini top.	A man dances with a woman in a gown.	0
The man wearing lots of medals is watching the girl in the yellow bikini top.	A decorated man sees a scantily clad female.	1
A young man in his mid twenties is kicking his left foot about two feet off the leaf covered ground, with paved asphalt and green plants and trees in the background.	two women play soccer	0
A young man in his mid twenties is kicking his left foot about two feet off the leaf covered ground, with paved asphalt and green plants and trees in the background.	someone in his twenties kicks at the ground	1
A woman wearing a green headscarf laughs while a woman in the background paddles a boat.	A man is angered by an insult.	0
A woman wearing a green headscarf laughs while a woman in the background paddles a boat.	A woman laughs while another paddles a boat.	1
Young people playing with a long jump rope in the street.	People crying after losing a game.	0
Young people playing with a long jump rope in the street.	People playing jump rope.	1
A group of children play jump rope in the streets while others watch in the background.	Several children are jumping rope in the middle of a road while other kids watch	1
A group of children play jump rope in the streets while others watch in the background.	A brilliant red sun sets over a deserted beach	0
Hispanic woman wearing a red plaid shirt works on sewing an article of clothing.	Woman wearing nothing sewing her thumb.	0
Hispanic woman wearing a red plaid shirt works on sewing an article of clothing.	Woman wearing a shirt sewing.	1
A group of young girls playing jump rope in the street.	Nobody is playing jump rope	0
A group of young girls playing jump rope in the street.	Humans playing jump rope	1
A man in a tan suit is using a pay phone to make a call.	Everyone is using a cell phone.	0
A man in a tan suit is using a pay phone to make a call.	Someone is on a phone.	1
Some children are playing jump rope.	Some children are reading books.	0
Some children are playing jump rope.	Children are jumping rope.	1
A large golden dog sniffing the butt of a white dog	Two dogs drinking from a water fountain.	0
A large golden dog sniffing the butt of a white dog	Two animals getting to know each other.	1
A sumo wrestler with a brown belt is pushing another wrestler in a bout.	Two kickboxers excersise in the gym.	0
A sumo wrestler with a brown belt is pushing another wrestler in a bout.	Two sumo wrestlers compete in a match.	1
Two large dogs greet other while their owners watch.	the dogs see each other	1
Two large dogs greet other while their owners watch.	stray dogs are playing	0
A man in a red and black jacket, blue shirt, lots of silver necklaces, and his blue jeans falling down, checks out a woman wearing a black leather jacket, yellow bra, pink fingerless gloves, and sunglasses.	A boy is playing with a toy truck.	0
A man in a red and black jacket, blue shirt, lots of silver necklaces, and his blue jeans falling down, checks out a woman wearing a black leather jacket, yellow bra, pink fingerless gloves, and sunglasses.	A man is wearing many silver necklaces.	1
Woman with green sweater and sunglasses smiling	A woman with blue sweater is crying.	0
Woman with green sweater and sunglasses smiling	A woman with a green sweater has a happy expression.	1
A woman with dark hair is wearing a green sweater.	A woman is wearing a tank top.	0
A woman with dark hair is wearing a green sweater.	A woman is there.	1
A smiling lady in a green jacket at a public gathering.	A happy woman smiling	1
A smiling lady in a green jacket at a public gathering.	A woman wearing a bathing suit at the beach with her friends	0
A woman in a green jacket and black sunglasses outside in a crowd.	The woman is not near anyone.	0
A woman in a green jacket and black sunglasses outside in a crowd.	A woman is outside.	1
A lady with sunglasses on her head and a green sweatshirt is looking off-camera.	A woman is wearing a green sweatshirt.	1
A lady with sunglasses on her head and a green sweatshirt is looking off-camera.	A woman is wearing a maroon sweatshirt.	0
A climber is making his way up a snowy mountainside.	A climber is ascending	1
A climber is making his way up a snowy mountainside.	A climber is at base camp	0
A man dressed in snow-gear takes a leap into a snow-covered ravine.	A man is outdoors.	1
A man dressed in snow-gear takes a leap into a snow-covered ravine.	A man is indoors drinking hot chocolate.	0
a lone person jumping through the air from one snowy mountain to another.	A person jumps in the air.	1
a lone person jumping through the air from one snowy mountain to another.	A person sits in the snow.	0
A man in shorts and a white garment stands at the base of stairs framed by black railing.	A woman is waiting for someone framed by white fencing.	0
A man in shorts and a white garment stands at the base of stairs framed by black railing.	A man stands at the bottom of the stairs.	1
A man doing tricks in the snow.	There is no snow where the man is	0
A man doing tricks in the snow.	The man is outside.	1
Two Asian people sit at a blue table in a food court.	The people are buying sunglasses.	0
Two Asian people sit at a blue table in a food court.	Two people are seated together.	1
Indian couple holding child near riverbank.	A couple is holding a child	1
Indian couple holding child near riverbank.	A couple is sleeping with their baby at home	0
A bunch of people playing soccer.	a bunch of people are playing soccer	1
A bunch of people playing soccer.	people are playing american football	0
A soccer player jumping in air during a game.	A soccer player taking flight across the field during a game.	0
A soccer player jumping in air during a game.	A soccer player jumping up while a game is in progess.	1
A shot-on-goal action photo of soccer players in red and black uniforms.	a hockey player nails his first hat trick	0
A shot-on-goal action photo of soccer players in red and black uniforms.	a player has a penalty kick	1
The red team knocked the ball toward the goal and the black team tried to block it.	The red and black team are playing a game.	1
The red team knocked the ball toward the goal and the black team tried to block it.	The teams are in blue and orange.	0
Six soccer players on field with player in red uniform in the air and ball airborne.	People are playing soccer.	1
Six soccer players on field with player in red uniform in the air and ball airborne.	Six people are playing basketball.	0
Two little kids showing their American pride in their star spangled wagon.	Two adults mix up a batch of margaritas.	0
Two little kids showing their American pride in their star spangled wagon.	Two kids are with a wagon.	1
A young man in a red quilted vest displays an assortment of silver pendants around his neck as he watches a woman in a yellow bikini top, a black jacket, and bright pink fingerless gloves go by.	There is no jewelry.	0
A young man in a red quilted vest displays an assortment of silver pendants around his neck as he watches a woman in a yellow bikini top, a black jacket, and bright pink fingerless gloves go by.	Someone is browsing jewelry.	1
Girl is blowing to a butterfly.	The girl blows a butterfly.	1
Girl is blowing to a butterfly.	The girl sneezes on a butterfly.	0
An elderly couple dances next to a table where a boy is sitting with his head down.	A young man has his head on the table.	1
An elderly couple dances next to a table where a boy is sitting with his head down.	A young man is playing the drums.	0
A small girl stands among many large watermelons.	There is a girl standing	1
A small girl stands among many large watermelons.	There is a girl sitting near the watermelon	0
An elderly couple dance in front of a juke box while a guy in shorts sleeps at a nearby table	An old couple dance in by a juke box while a dude wearing shorts sleeps near a table	1
An elderly couple dance in front of a juke box while a guy in shorts sleeps at a nearby table	Two cats sing karoake	0
An elderly couple, both wearing white shirts, dancing and a young male sitting at a table.	The couple is dancing together.	1
An elderly couple, both wearing white shirts, dancing and a young male sitting at a table.	The couple is sitting with the male.	0
A child stoops to pick up a watermelon from a large pile of them.	A person is near a watermelon.	1
A child stoops to pick up a watermelon from a large pile of them.	A woman is alone, planting watermelon seeds in a garden in the spring.	0
A small girl dressed in a yellow dress with flowers on it bends over near a large pile of watermelons.	The girl is under the age of 88 years old.	1
A small girl dressed in a yellow dress with flowers on it bends over near a large pile of watermelons.	The girl is alone and asleep in her bedroom.	0
A little girl picking up a watermelon from a pile.	A girl is picking up an orange.	0
A little girl picking up a watermelon from a pile.	A girl is picking an item up.	1
a young girl in a flowery dress surrounded by watermelons	There is a lot of fruit.	1
a young girl in a flowery dress surrounded by watermelons	There are only potatoes.	0
A man in a blue jacket screaming.	A man is making a loud noise.	1
A man in a blue jacket screaming.	A man is whispering.	0
Children playing a game in a field.	Adults playing a game.	0
Children playing a game in a field.	Children playing a game.	1
A seated woman with short hair and a camera throws a Frisbee to a brown dog.	The woman throws a Frisbee to the dog.	1
A seated woman with short hair and a camera throws a Frisbee to a brown dog.	The woman is chasing the dog that took her camera.	0
Asian city scene of people in street with bright lights and glass buildings behind.	People are in the street.	1
Asian city scene of people in street with bright lights and glass buildings behind.	The Asian city is full of fields.	0
Asian city scene of people in street with bright lights and glass buildings behind.	The Asian city is full of sights.	1
Asian city scene of people in street with bright lights and glass buildings behind.	People are in the street in Toronto.	0
Asian city scene of people in street with bright lights and glass buildings behind.	City people in street	1
Asian city scene of people in street with bright lights and glass buildings behind.	A group of people are sitting in a field	0
Asian city scene of people in street with bright lights and glass buildings behind.	There are people in an urban area.	1
Asian city scene of people in street with bright lights and glass buildings behind.	There are people in front of buildings that are brightly lit.	1
Asian city scene of people in street with bright lights and glass buildings behind.	City streetwalkers	0
Asian city scene of people in street with bright lights and glass buildings behind.	It is an American city.	0
A man is painting a portrait of an outside scene that includes a street sign with a bicycle chained to it.	A woman is drawing a microorganism.	0
A man is painting a portrait of an outside scene that includes a street sign with a bicycle chained to it.	A man is painting a landscape of an outdoors area.	1
An older man stands on the sidewalk painting the view.	The old man is painting a view of a bathroom.	0
An older man stands on the sidewalk painting the view.	The old man is painting a portrait.	1
A crowded street, in an Asian country, where the buildings are dominated by the Seiko building.	The street is empty.	0
A crowded street, in an Asian country, where the buildings are dominated by the Seiko building.	The buildings are tall.	1
A crowded street, in an Asian country, where the buildings are dominated by the Seiko building.	Nobody is on the street in Asia.	0
A crowded street, in an Asian country, where the buildings are dominated by the Seiko building.	The crowds are at an indoor swimming meet.	0
A crowded street, in an Asian country, where the buildings are dominated by the Seiko building.	The Seiko building is large.	1
A crowded street, in an Asian country, where the buildings are dominated by the Seiko building.	lots of people are in the street	1
A crowded street, in an Asian country, where the buildings are dominated by the Seiko building.	there was a storm so nobody went outside	0
A crowded street, in an Asian country, where the buildings are dominated by the Seiko building.	There is a crowded street.	1
A crowded street, in an Asian country, where the buildings are dominated by the Seiko building.	A crowded street in Asia.	1
A crowded street, in an Asian country, where the buildings are dominated by the Seiko building.	A crowded street in America.	0
A small boy has gotten into the cabinet and gotten flour and crisco all over himself.	The boy is playing the violin.	0
A small boy has gotten into the cabinet and gotten flour and crisco all over himself.	The boy is making a mess.	1
A male painting a scene in front of him.	A person is painting.	1
A male painting a scene in front of him.	A girl is painting a self portrait.	0
Busy Japanese intersection like maybe Tokyo.	There are no cars on the street.	0
Busy Japanese intersection like maybe Tokyo.	There are lots of cars on the street.	1
Cars are passing through a town.	some car passing outside	1
Cars are passing through a town.	Cars are parked in the town.	0
A picture of a city with a sign welcoming travelers on a busy street.	A picture of a city is on a street	1
A picture of a city with a sign welcoming travelers on a busy street.	The people are dancing	0
Overlooking a street with a sign above shops that states Welcome To Golden.	The shop sign says  "Welcome to Golden"	1
Overlooking a street with a sign above shops that states Welcome To Golden.	The shop sign is laying on the sidewalk.	0
There are cars driving down a street with a sign displaying Welcome to Golden.	The cars are parked in a showroom.	0
There are cars driving down a street with a sign displaying Welcome to Golden.	The cars are outside.	1
A main street scene of a small town with an overhead welcome sign that says "Welcome to Golden".	A neon sign reads "Now leaving Golden"	0
A main street scene of a small town with an overhead welcome sign that says "Welcome to Golden".	A sign reads "Welcome to Golden"	1
Little Girl in brown shirt and blue jean skirt dances on wood floor.	A girl is dancing in a brown shirt and blue jean skirt on a wooden floor	1
Little Girl in brown shirt and blue jean skirt dances on wood floor.	Poop's on the floor while the girl dances	0
A young man is performing a jump on a skateboard while another young man photographs his stunt.	Two boys are skateboarding outside.	1
A young man is performing a jump on a skateboard while another young man photographs his stunt.	Two boys are riding bikes down the street.	0
A young girl dancing in her socks on a wooden floor strewn with pink balloons.	A girl is enjoying herself.	1
A young girl dancing in her socks on a wooden floor strewn with pink balloons.	The girl seems very sad about the blue balloons.	0
Child with pink strings on head dancing surrounded by confetti, balloons.	A child is roller skating.	0
Child with pink strings on head dancing surrounded by confetti, balloons.	A child is dancing.	1
A good-looking firefighter sets up "Do Not Cross" tape in the city.	A firefighter is sleeping.	0
A good-looking firefighter sets up "Do Not Cross" tape in the city.	A firefighter sets up a do not cross	1
A good-looking firefighter sets up "Do Not Cross" tape in the city.	A firefighter sets up tape in a city	1
A fireman protects an area by setting up a boundary while others watch.	A fireman is working hard to keep people safe.	1
A fireman protects an area by setting up a boundary while others watch.	A fireman is trying to run away from the fire.	0
The blond girl is dancing inside a house.	The girl is sitting on a bench in a park.	0
The blond girl is dancing inside a house.	A person is indoors.	1
Two people standing in front of a large statue of a woman, other statues and busts visible in the background.	Two people waiting in line for food at a crowded restaurant.	0
Two people standing in front of a large statue of a woman, other statues and busts visible in the background.	Two people standing standing near a large statue, with other states nearby.	1
a man with a white covering is walking up a flight of stairs.	An old woman is falling down the stairs.	0
a man with a white covering is walking up a flight of stairs.	A human walks up some stairs.	1
A family between a van and fence	A family by a van.	1
A family between a van and fence	A family 
